Index,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5480,1,0.0,0,0.0,3,259.0,0.0,0.04,48.04726202,0.0,Oct,2,2,1,4,Returning_Visitor,False,True
5481,0,0.0,0,0.0,34,1228.5,0.039705882000000005,0.059313725,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,False,False
5482,2,196.6,0,0.0,31,1514.3,0.036363636,0.066666667,0.0,0.0,Aug,1,8,7,1,Returning_Visitor,True,False
5483,3,33.2,0,0.0,10,278.4333333,0.007142857,0.026190476,32.70034468,0.0,Jul,2,2,6,1,Returning_Visitor,False,True
5484,0,0.0,0,0.0,6,86.53333333,0.0,0.066666667,0.0,0.0,Oct,1,1,7,2,Returning_Visitor,True,False
5485,3,9.5,0,0.0,25,528.9666666999999,0.007692308,0.037179487000000004,3.296827304,0.0,June,2,2,2,3,Returning_Visitor,False,False
5486,2,55.4,0,0.0,25,402.75,0.015384615,0.034065934,0.0,0.0,Jul,3,2,5,1,Returning_Visitor,False,False
5487,0,0.0,0,0.0,1,0.0,0.1,0.2,0.0,0.0,Jul,2,2,2,5,New_Visitor,True,False
5488,10,1222.4,0,0.0,26,2988.8833329999998,0.0,0.0029032259999999996,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,False,False
5489,0,0.0,0,0.0,42,844.58,0.05952381,0.085396825,0.0,0.0,Oct,3,2,1,3,Returning_Visitor,False,False
5490,3,13.73333333,1,2.0,27,407.6833333,0.006666666999999999,0.011555556000000002,0.0,0.0,Jul,2,2,1,4,Returning_Visitor,False,True
5491,1,23.2,0,0.0,30,964.4666667000001,0.0,0.003571429,51.03362522,0.0,Oct,2,2,5,2,New_Visitor,False,True
5492,5,150.7,0,0.0,12,201.6,0.026666667,0.04,0.0,0.0,Oct,1,1,4,2,New_Visitor,False,False
5493,5,66.6,0,0.0,13,523.6,0.0,0.013333333000000001,0.0,0.0,Oct,2,2,6,3,Returning_Visitor,False,False
5494,0,0.0,0,0.0,24,968.6924242,0.0,0.0,106.2525169,0.0,Nov,1,1,9,2,Returning_Visitor,False,True
5495,1,92.6,0,0.0,4,207.93333330000002,0.0,0.04,0.0,0.0,Jul,1,1,9,20,New_Visitor,False,False
5496,0,0.0,0,0.0,16,1062.666667,0.0,0.0125,54.56704868,0.0,Sep,4,1,1,4,New_Visitor,False,True
5497,13,1013.056909,2,102.8,77,2697.022104,0.0,0.009471471,1.798669862,0.0,Nov,1,1,9,2,Returning_Visitor,False,False
5498,1,48.4,0,0.0,22,2707.386667,0.0,0.009722221999999999,0.0,0.0,Sep,3,2,1,1,Returning_Visitor,True,False
5499,1,57.4,0,0.0,6,303.1,0.028571429,0.014285714,0.0,0.0,June,1,2,3,2,Returning_Visitor,False,False
5500,7,297.6,0,0.0,66,3572.2417570000002,0.005797101,0.012314449,7.766280897000001,0.0,Oct,2,2,8,2,Returning_Visitor,False,False
5501,0,0.0,0,0.0,2,12.0,0.1,0.1,0.0,0.0,Sep,4,1,1,2,Returning_Visitor,False,False
5502,0,0.0,0,0.0,38,3287.0,0.036842105,0.075814536,0.0,0.0,June,2,5,1,1,Returning_Visitor,False,False
5503,0,0.0,0,0.0,47,902.77,0.022222222000000003,0.04037037,0.0,0.0,Jul,3,2,8,1,Returning_Visitor,False,False
5504,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Oct,1,1,8,1,Returning_Visitor,True,False
5505,0,0.0,0,0.0,16,519.8666667,0.0,0.0,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,False,False
5506,2,56.73333333,0,0.0,33,1091.394074,0.0,0.0035947709999999996,0.0,0.0,Oct,4,2,3,2,New_Visitor,True,False
5507,1,86.6,0,0.0,14,349.5761905,0.0,0.004761905,60.43737784,0.0,Nov,1,1,1,3,New_Visitor,False,True
5508,7,38.6,0,0.0,70,1087.7,0.0,0.0048611109999999996,0.0,0.0,Oct,2,2,4,5,Returning_Visitor,False,False
5509,6,545.65,3,204.3466667,69,1182.432333,0.000684932,0.002998087,19.71529542,0.0,Nov,2,2,1,13,Returning_Visitor,True,True
5510,3,94.6,0,0.0,16,1254.0,0.0,0.019327731,0.0,0.0,Nov,3,2,7,2,New_Visitor,True,False
5511,6,53.0,0,0.0,40,778.8333332999999,0.0,0.009469697,8.480846261,0.0,Aug,1,1,1,4,New_Visitor,True,False
5512,3,28.8,5,2195.3,21,378.4,0.02962963,0.030864198,0.0,0.0,Jul,1,1,3,1,Returning_Visitor,False,False
5513,5,46.52,0,0.0,133,2248.9142859999997,0.012077922,0.029349567000000003,6.3737706229999995,0.0,Jul,1,1,1,4,Returning_Visitor,False,True
5514,1,41.4,0,0.0,30,558.6111111,0.009090909,0.046464646,0.0,0.0,Sep,2,10,2,1,Returning_Visitor,False,True
5515,6,82.14,0,0.0,12,191.1,0.0,0.0125,0.0,0.0,Nov,2,4,9,4,Returning_Visitor,False,False
5516,0,0.0,0,0.0,11,267.5666667,0.0,0.009090909,7.68745056,0.0,Oct,2,2,1,3,New_Visitor,False,True
5517,3,397.7,4,1093.3,66,4152.7631,0.014979592,0.017561939,6.282904602,0.0,Sep,3,2,8,4,Returning_Visitor,True,False
5518,0,0.0,0,0.0,16,645.2,0.0125,0.05,0.0,0.0,Jul,4,1,3,1,Returning_Visitor,True,False
5519,16,932.7971428999999,0,0.0,40,991.7155466,0.008888889,0.011659808,0.0,0.0,Sep,1,2,1,1,Returning_Visitor,False,False
5520,3,56.8,1,3.0,73,1677.666667,0.010666667,0.040444443999999996,0.0,0.0,June,2,2,7,1,Returning_Visitor,False,False
5521,1,10.0,0,0.0,5,354.9,0.0,0.06,0.0,0.0,Sep,2,2,5,1,Returning_Visitor,False,False
5522,0,0.0,0,0.0,3,74.6,0.0,0.066666667,0.0,0.0,Jul,3,2,3,4,Returning_Visitor,True,False
5523,10,89.98,0,0.0,96,1304.973333,0.003921569000000001,0.008309991,6.175932014,0.0,Oct,2,2,1,3,Returning_Visitor,False,False
5524,0,0.0,0,0.0,6,95.0,0.028571429,0.028571429,86.33623272,0.0,Oct,1,1,4,2,New_Visitor,False,True
5525,1,67.5,0,0.0,28,873.64,0.0,0.006785714,0.0,0.0,Sep,3,2,1,6,Returning_Visitor,False,False
5526,13,234.56666669999998,0,0.0,80,1807.2277780000002,0.016091954,0.0348659,4.192980384,0.0,Jul,4,2,3,13,Returning_Visitor,False,False
5527,2,63.5,0,0.0,104,1667.158421,0.0,0.002547045,0.0,0.0,Jul,2,4,2,1,Returning_Visitor,True,False
5528,1,4.0,0,0.0,8,227.1,0.022222222000000003,0.066666667,0.0,0.0,Aug,2,2,3,13,Returning_Visitor,False,False
5529,0,0.0,0,0.0,14,331.3,0.0,0.015384615,0.0,0.0,Jul,1,8,1,1,Returning_Visitor,False,False
5530,5,196.88,0,0.0,7,118.91333329999999,0.0,0.01473138,16.56478478,0.0,Oct,3,2,7,2,Returning_Visitor,False,False
5531,5,60.2,0,0.0,12,165.4,0.0125,0.041666667000000004,0.0,0.0,Aug,2,5,3,6,Returning_Visitor,False,False
5532,5,271.0,2,42.2,6,147.9,0.0,0.036363636,0.0,0.0,Aug,3,2,7,2,New_Visitor,True,False
5533,6,85.2,0,0.0,11,203.0,0.0,0.0,0.0,0.0,Nov,2,2,5,2,Returning_Visitor,False,False
5534,1,62.46666667,0,0.0,5,165.1,0.0,0.016666667,0.0,0.0,Sep,3,2,3,3,New_Visitor,False,False
5535,10,164.06666669999998,0,0.0,37,1553.52381,0.005128205,0.01025641,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,False,False
5536,18,189.2646154,0,0.0,38,777.4146154,0.0042553190000000005,0.016960486,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,True,False
5537,2,196.6,0,0.0,0,0.0,0.0,0.033333333,0.0,0.0,Nov,3,2,9,5,New_Visitor,True,False
5538,1,5.066666667,0,0.0,32,441.60454550000003,0.0,0.00625,0.0,0.0,Sep,2,2,6,3,New_Visitor,False,False
5539,2,94.7,0,0.0,23,897.19,0.0,0.0028985509999999996,0.0,0.0,Aug,3,2,3,2,New_Visitor,True,False
5540,1,45.4,0,0.0,7,352.7,0.0,0.014285714,0.0,0.0,Oct,1,1,3,4,Returning_Visitor,False,False
5541,1,38.8,0,0.0,11,214.05333330000002,0.016666667,0.03015873,0.0,0.0,Oct,3,2,1,2,Returning_Visitor,False,False
5542,2,21.0,0,0.0,25,278.1366667,0.0,0.007692308,77.45798549999999,0.0,Nov,2,2,7,2,New_Visitor,False,False
5543,5,82.6,1,14.2,8,66.53333333,0.0,0.02,0.0,0.0,Aug,4,1,3,1,New_Visitor,True,False
5544,0,0.0,0,0.0,22,1321.7,0.0,0.010833333,0.0,0.0,June,2,2,2,13,Returning_Visitor,False,False
5545,6,89.8,0,0.0,26,1570.133333,0.0,0.005357143000000001,0.0,0.0,June,2,2,8,4,New_Visitor,True,False
5546,5,850.0,0,0.0,20,1893.4666670000001,0.0,0.02,0.0,0.0,Oct,2,4,9,2,Returning_Visitor,False,False
5547,0,0.0,0,0.0,34,1070.098072,0.018627451,0.027103099,0.0,0.0,Jul,3,2,7,1,Returning_Visitor,False,False
5548,0,0.0,0,0.0,26,1114.733333,0.015384615,0.026098901,26.13034871,0.0,Nov,3,2,9,20,Returning_Visitor,True,False
5549,0,0.0,0,0.0,22,469.54,0.0,0.008695652,14.00979215,0.0,Oct,2,2,9,2,New_Visitor,False,True
5550,4,585.8,0,0.0,29,1582.533333,0.006666666999999999,0.022222222000000003,0.0,0.0,Oct,2,2,4,1,Returning_Visitor,False,False
5551,0,0.0,0,0.0,3,33.2,0.0,0.066666667,0.0,0.0,June,1,1,3,1,Returning_Visitor,True,False
5552,0,0.0,2,88.6,35,682.1833333,0.0,0.001388889,0.0,0.0,Jul,1,1,3,1,Returning_Visitor,False,False
5553,0,0.0,0,0.0,11,287.5,0.0,0.027272727000000004,0.0,0.0,Oct,2,4,2,1,Returning_Visitor,False,False
5554,10,491.66666669999995,0,0.0,48,1939.571111,0.003773585,0.010539083999999999,0.0,0.0,Nov,2,2,7,20,Returning_Visitor,False,True
5555,10,340.9,3,269.8,99,3611.978569,0.0006410259999999999,0.00210649,0.847337986,0.0,June,2,2,1,7,Returning_Visitor,False,True
5556,2,112.8,0,0.0,27,1555.967143,0.0,0.0017241379999999998,44.85638692,0.0,Nov,1,1,4,2,New_Visitor,False,True
5557,0,0.0,0,0.0,0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,9,3,Returning_Visitor,False,False
5558,0,0.0,0,0.0,8,413.0,0.0,0.0125,0.0,0.0,Sep,1,1,4,3,New_Visitor,False,False
5559,0,0.0,0,0.0,3,62.4,0.0,0.066666667,0.0,0.0,June,2,2,3,3,Returning_Visitor,False,False
5560,0,0.0,0,0.0,33,889.3666667000001,0.0,0.003030303,8.424787355,0.0,Oct,2,2,3,2,Returning_Visitor,False,True
5561,17,698.1333333,1,9.0,83,4306.612354999999,0.001075269,0.019375648,0.0,0.0,Oct,7,1,2,1,Returning_Visitor,True,True
5562,0,0.0,0,0.0,15,1069.7,0.0,0.046666667,0.0,0.0,Jul,3,2,6,1,Returning_Visitor,False,False
5563,3,32.2,0,0.0,81,1199.616667,0.0,0.00617284,0.0,0.0,Sep,2,2,2,1,Returning_Visitor,True,True
5564,1,16.6,0,0.0,84,1893.619048,0.016825397,0.030138889,0.0,0.0,Oct,1,1,6,3,Returning_Visitor,False,False
5565,4,54.2,1,33.2,64,1324.68,0.0,0.0038647340000000003,0.0,0.0,June,2,2,1,4,New_Visitor,False,False
5566,0,0.0,0,0.0,16,230.56666669999998,0.0,0.023958333,0.0,0.0,Aug,2,2,3,4,Returning_Visitor,False,False
5567,1,11.0,0,0.0,8,98.56666667,0.066666667,0.10166666699999999,0.0,0.0,Sep,1,8,3,1,Returning_Visitor,True,False
5568,0,0.0,0,0.0,3,33.2,0.133333333,0.166666667,0.0,0.0,Aug,3,2,1,2,Returning_Visitor,True,False
5569,11,455.0666666999999,3,306.1,41,5194.857143,0.0017543860000000001,0.013972431,22.65941331,0.0,Oct,2,4,1,20,Returning_Visitor,False,False
5570,2,32.2,1,0.0,20,342.6866667,0.0,0.009090909,0.0,0.0,Aug,2,2,1,4,New_Visitor,False,False
5571,4,601.9,0,0.0,41,2517.583333,0.007751938000000001,0.013881932,20.55494533,0.0,Sep,3,2,1,1,Returning_Visitor,False,True
5572,1,136.5,0,0.0,25,806.5,0.0,0.009615385,39.96971545,0.0,Aug,1,1,1,4,Returning_Visitor,True,False
5573,0,0.0,0,0.0,24,348.03333330000004,0.07777777799999999,0.111111111,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,False,False
5574,4,49.3,0,0.0,9,283.7,0.018181818,0.036363636,0.0,0.0,June,1,1,3,3,Returning_Visitor,False,False
5575,10,278.6666667,0,0.0,50,907.2363636,0.020411523,0.023212197,1.9810383880000002,0.0,Oct,3,2,3,4,Returning_Visitor,False,False
5576,0,0.0,0,0.0,10,122.16666670000001,0.0,0.02,0.0,0.0,Nov,1,1,1,5,New_Visitor,True,False
5577,1,118.8,0,0.0,8,259.2,0.0,0.0074074069999999995,0.0,0.0,Sep,2,2,4,2,New_Visitor,False,False
5578,0,0.0,0,0.0,3,58.2,0.066666667,0.04444444400000001,0.0,0.0,Aug,3,2,1,3,Returning_Visitor,False,False
5579,2,13.0,0,0.0,6,47.13333333,0.04,0.06,20.94544525,0.0,Nov,1,2,2,4,Returning_Visitor,False,False
5580,1,44.0,0,0.0,1,0.0,0.0,0.066666667,0.0,0.0,Sep,1,1,1,5,New_Visitor,False,True
5581,1,4.0,0,0.0,73,2000.618333,0.0,0.0037037040000000004,0.0,0.0,Sep,2,10,7,3,Returning_Visitor,False,False
5582,0,0.0,0,0.0,4,140.0,0.05,0.1,0.0,0.0,Sep,3,2,1,13,Returning_Visitor,False,False
5583,2,75.05,0,0.0,106,4143.175238000001,0.019711538,0.03900641,4.484328486,0.0,Aug,3,2,1,1,Returning_Visitor,False,False
5584,1,17.1,1,31.2,45,812.2873893999999,0.0,0.022732152000000002,4.395471543999999,0.0,Aug,2,4,3,2,Returning_Visitor,False,True
5585,1,2.0,6,657.8333332999999,140,3252.200476,0.005479451999999999,0.024292237,0.0,0.0,Jul,2,2,4,1,Returning_Visitor,False,False
5586,1,4.0,0,0.0,20,471.4777778,0.0,0.004545455,32.95851549,0.0,Jul,1,1,1,4,Returning_Visitor,False,True
5587,1,5.0,0,0.0,41,764.1333333,0.0,0.014444443999999999,0.0,0.0,June,2,2,1,4,Returning_Visitor,False,False
5588,0,0.0,0,0.0,21,1275.9,0.052380952,0.10158730199999999,0.0,0.0,Sep,2,4,5,1,Returning_Visitor,False,False
5589,0,0.0,0,0.0,8,458.5,0.025,0.03,0.0,0.0,Sep,3,2,1,11,Returning_Visitor,False,False
5590,0,0.0,0,0.0,4,86.36,0.0625,0.11875,0.0,0.0,Aug,3,2,4,1,Returning_Visitor,True,False
5591,0,0.0,0,0.0,9,152.6,0.04444444400000001,0.09629629599999999,0.0,0.0,June,2,2,1,3,Returning_Visitor,False,False
5592,2,268.08,0,0.0,13,420.24666669999993,0.042105263,0.064912281,0.0,0.0,Sep,3,2,1,13,Returning_Visitor,True,True
5593,1,22.2,0,0.0,5,136.1,0.066666667,0.066666667,0.0,0.0,Oct,1,1,1,20,Returning_Visitor,False,True
5594,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,June,1,1,3,2,Returning_Visitor,False,False
5595,0,0.0,0,0.0,63,1779.1633329999997,0.0032786890000000004,0.020243418,0.0,0.0,Aug,2,2,1,1,Returning_Visitor,False,False
5596,7,68.4,0,0.0,145,5175.3773710000005,0.002666667,0.008978355,2.042762326,0.0,Aug,2,2,1,1,Returning_Visitor,False,True
5597,24,468.100663,6,191.8666667,189,3428.5273810000003,0.018642295,0.043830926,0.870148477,0.0,June,2,2,2,1,Returning_Visitor,False,False
5598,3,43.2,0,0.0,7,137.0,0.0,0.02,0.0,0.0,June,2,4,6,2,New_Visitor,True,False
5599,2,132.0,1,28.2,35,1356.866667,0.0,0.010526316,0.0,0.0,Oct,2,2,4,13,Returning_Visitor,False,False
5600,6,45.03333333,1,69.6,120,5771.466861999999,0.002755906,0.014537746,4.586910248,0.0,Aug,4,2,1,2,Returning_Visitor,False,False
5601,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,June,3,2,7,13,Returning_Visitor,False,False
5602,1,80.6,0,0.0,21,479.5857143,0.005,0.010555556,10.89761784,0.0,Oct,1,1,3,2,Returning_Visitor,True,True
5603,4,26.2,0,0.0,13,131.2,0.0,0.026666667,0.0,0.0,June,1,2,1,5,Returning_Visitor,False,False
5604,12,137.9,0,0.0,13,161.8666667,0.0,0.010526316,0.0,0.0,Aug,2,2,3,5,New_Visitor,True,False
5605,0,0.0,0,0.0,8,261.8,0.01,0.04,10.99901844,0.0,Sep,2,2,4,1,Returning_Visitor,True,False
5606,2,9.6,3,118.1,10,184.1,0.0,0.035714286,0.0,0.0,June,2,2,8,4,Returning_Visitor,False,False
5607,2,161.2,0,0.0,7,555.4,0.04444444400000001,0.055555556,21.09392209,0.0,Oct,3,2,2,1,Returning_Visitor,False,False
5608,9,301.0,0,0.0,38,2621.621429,0.021212121,0.04450757599999999,10.72117234,0.0,Nov,2,2,1,13,Returning_Visitor,False,False
5609,2,45.2,0,0.0,19,230.2,0.0,0.019047619,0.0,0.0,Jul,2,2,2,2,New_Visitor,False,False
5610,2,167.4,0,0.0,8,191.15,0.0,0.02,0.0,0.0,Oct,1,1,6,2,New_Visitor,False,False
5611,0,0.0,0,0.0,2,4.0,0.0,0.1,0.0,0.0,Aug,2,2,1,1,Returning_Visitor,False,False
5612,0,0.0,0,0.0,10,45.2,0.08,0.1,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,False,False
5613,2,19.4,3,45.26666667,10,136.06666669999998,0.0,0.052857142999999995,0.0,0.0,Sep,2,2,1,5,Returning_Visitor,False,False
5614,3,157.4,0,0.0,9,128.5,0.036363636,0.081818182,0.0,0.0,Jul,3,2,1,3,Returning_Visitor,True,False
5615,0,0.0,0,0.0,15,2653.5,0.0,0.04,0.0,0.0,Sep,4,1,7,1,Returning_Visitor,False,False
5616,5,56.8,0,0.0,3,27.2,0.0,0.033333333,0.0,0.0,Nov,2,2,6,2,New_Visitor,False,False
5617,4,459.5,4,199.1,94,6186.17226,0.022541254,0.03820917,3.085103642,0.0,Jul,3,2,8,13,Returning_Visitor,False,False
5618,0,0.0,0,0.0,3,58.4,0.0,0.066666667,0.0,0.0,Jul,2,4,1,2,Returning_Visitor,False,False
5619,0,0.0,0,0.0,24,1163.266667,0.061111110999999996,0.083333333,27.287869,0.0,Oct,1,1,4,1,Returning_Visitor,True,True
5620,2,42.2,0,0.0,17,440.22619050000003,0.026315789,0.023684211,0.0,0.0,Jul,3,2,3,1,Returning_Visitor,False,False
5621,0,0.0,0,0.0,37,1489.590909,0.009459459,0.03816999,0.0,0.0,Sep,3,2,2,4,Returning_Visitor,False,False
5622,1,12.0,0,0.0,0,0.0,0.0,0.022222222000000003,0.0,0.0,Aug,3,2,6,2,Returning_Visitor,True,True
5623,0,0.0,0,0.0,58,1590.42,0.010344828,0.021551723999999998,1.023391581,0.0,Jul,3,2,8,4,Returning_Visitor,False,True
5624,0,0.0,0,0.0,20,545.1,0.01,0.031666667,0.0,0.0,Jul,3,2,8,4,Returning_Visitor,False,False
5625,0,0.0,0,0.0,13,517.4,0.0,0.034285714,4.8563771110000005,0.0,Nov,2,2,1,20,Returning_Visitor,True,True
5626,0,0.0,0,0.0,3,275.0,0.0,0.05,32.89701477,0.0,Oct,3,2,2,2,New_Visitor,False,True
5627,3,69.6,0,0.0,9,199.1333333,0.0,0.006060606,0.0,0.0,Jul,1,1,1,2,New_Visitor,False,False
5628,0,0.0,0,0.0,24,583.0,0.0,0.025,0.0,0.0,Jul,2,2,1,4,Returning_Visitor,False,False
5629,6,66.55,0,0.0,41,1556.523333,0.005681818000000001,0.012878788,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,True,False
5630,8,103.7333333,0,0.0,17,328.3,0.0,0.010526316,0.0,0.0,June,3,2,8,2,New_Visitor,True,False
5631,4,60.4,0,0.0,11,572.6,0.0,0.013333333000000001,0.0,0.0,Oct,2,2,7,4,Returning_Visitor,True,False
5632,2,423.6,0,0.0,46,2031.506667,0.013043478,0.023913043,0.0,0.0,Aug,2,2,4,1,Returning_Visitor,False,False
5633,6,63.68333333,0,0.0,8,129.7611111,0.017857143,0.06892393299999999,0.0,0.0,June,3,2,3,3,Returning_Visitor,False,False
5634,5,148.5,0,0.0,25,307.7,0.007692308,0.034615385,0.0,0.0,Oct,4,1,9,3,Returning_Visitor,True,False
5635,4,96.6,0,0.0,15,276.7333333,0.010526316,0.021052632,69.46239458,0.0,Oct,2,2,1,4,Returning_Visitor,True,True
5636,0,0.0,0,0.0,13,187.0,0.0,0.0,0.0,0.0,Sep,2,5,4,1,Returning_Visitor,False,False
5637,8,628.3666667,1,0.0,131,4044.465674,0.008889185,0.030612404,0.0,0.0,Aug,1,1,3,2,Returning_Visitor,False,False
5638,1,13.1,0,0.0,111,4208.752099,0.003477744,0.015856149,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,True,False
5639,4,25.0,0,0.0,193,7548.633333,0.013471503000000001,0.029620035,0.0,0.0,Jul,2,2,1,3,Returning_Visitor,False,False
5640,3,58.4,0,0.0,11,267.3,0.0,0.016666667,0.0,0.0,Nov,2,2,4,2,New_Visitor,True,False
5641,0,0.0,0,0.0,57,820.3636364,0.035087718999999996,0.061650605,0.0,0.0,June,3,2,3,13,Returning_Visitor,False,False
5642,3,118.0,0,0.0,32,791.8,0.021621622000000004,0.046846847000000004,1.297677921,0.0,Sep,2,2,1,3,Returning_Visitor,False,False
5643,8,77.5,0,0.0,35,2518.2666670000003,0.01025641,0.012576313,0.0,0.0,Jul,2,2,2,2,New_Visitor,True,False
5644,4,61.63333333,0,0.0,33,1804.011111,0.0,0.005022447,41.64590199,0.0,Nov,2,2,2,2,Returning_Visitor,False,True
5645,5,68.8,0,0.0,33,781.5166667000001,0.005555556,0.008333333,22.53693712,0.0,Jul,2,2,6,2,New_Visitor,True,False
5646,3,11.6,0,0.0,25,510.38,0.007692308,0.023076923,0.0,0.0,Oct,2,2,2,1,Returning_Visitor,False,False
5647,0,0.0,0,0.0,5,87.6,0.0,0.04,0.0,0.0,Aug,2,4,1,1,Returning_Visitor,False,False
5648,2,34.18095238,0,0.0,70,2012.660952,0.0,0.001408451,0.0,0.0,Nov,2,4,3,5,New_Visitor,True,False
5649,3,36.3,0,0.0,13,309.55,0.0,0.029166667,0.0,0.0,June,2,2,3,1,Returning_Visitor,False,False
5650,3,498.6,1,152.2,25,1556.491429,0.036206897,0.06762452099999999,5.689147469,0.0,Jul,2,5,4,1,Returning_Visitor,True,True
5651,1,23.2,0,0.0,27,1061.55,0.0037037040000000004,0.018518519,43.29821166,0.0,Aug,2,2,6,5,Returning_Visitor,False,True
5652,4,194.4,0,0.0,12,182.5142857,0.0,0.0016666670000000001,0.0,0.0,Oct,1,1,6,2,Returning_Visitor,False,False
5653,0,0.0,0,0.0,9,125.26666670000002,0.04444444400000001,0.10370370400000001,0.0,0.0,Oct,2,2,3,4,Returning_Visitor,True,False
5654,3,28.65,0,0.0,9,75.05,0.066666667,0.111111111,0.0,0.0,Sep,3,2,4,3,Returning_Visitor,False,False
5655,2,66.5,0,0.0,5,118.5,0.0,0.042857143,0.0,0.0,June,2,2,7,2,Returning_Visitor,False,False
5656,2,194.9,0,0.0,14,227.33333330000002,0.0,0.009183673,0.0,0.0,Nov,1,1,4,3,Returning_Visitor,False,True
5657,0,0.0,0,0.0,5,0.0,0.2,0.2,0.0,0.0,Jul,3,2,2,13,Returning_Visitor,True,False
5658,5,44.66666667,1,144.0,101,1808.162266,0.045307442999999996,0.06290128,2.1538392969999998,0.0,Jul,3,2,1,3,Returning_Visitor,False,False
5659,2,83.6,1,0.0,18,1219.7,0.0,0.00952381,16.36245374,0.0,Aug,2,2,1,4,New_Visitor,False,True
5660,0,0.0,0,0.0,32,893.45,0.0,0.011458333000000001,0.0,0.0,Oct,4,1,1,5,Returning_Visitor,False,False
5661,0,0.0,0,0.0,6,268.4,0.0,0.04,0.0,0.0,Jul,2,4,9,6,Returning_Visitor,False,False
5662,1,11.0,0,0.0,1,0.0,0.0,0.1,0.0,0.0,Aug,2,6,1,3,Returning_Visitor,False,False
5663,0,0.0,0,0.0,45,2347.333333,0.004545455,0.015909091,0.0,0.0,Nov,2,4,1,1,Returning_Visitor,False,False
5664,0,0.0,0,0.0,41,817.7958109,0.034492302,0.05715957,0.0,0.0,June,3,2,1,13,Returning_Visitor,False,False
5665,7,79.2,0,0.0,30,1011.916667,0.0,0.018285713999999998,12.9058765,0.0,Sep,2,2,4,4,Returning_Visitor,False,False
5666,0,0.0,1,0.0,7,1646.2,0.025,0.075,0.0,0.0,June,2,2,1,2,Returning_Visitor,False,False
5667,5,35.7,5,95.65,95,2383.139223,0.019666667,0.036723457,0.0,0.0,Aug,3,2,1,3,Returning_Visitor,False,False
5668,3,59.79,0,0.0,39,752.56,0.0,0.000696864,0.0,0.0,Nov,2,4,1,2,New_Visitor,False,False
5669,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,1,1,1,1,Returning_Visitor,False,False
5670,1,15.2,0,0.0,6,199.6,0.0,0.014285714,0.0,0.0,Oct,1,8,2,6,New_Visitor,False,False
5671,0,0.0,0,0.0,23,386.18,0.004347826,0.016521739,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,False,False
5672,0,0.0,0,0.0,31,464.9333333000001,0.006451613,0.033870968,0.0,0.0,June,2,2,3,3,Returning_Visitor,False,False
5673,4,96.4,0,0.0,10,217.6,0.0,0.0,0.0,0.0,Nov,3,2,2,2,New_Visitor,True,False
5674,5,77.0,0,0.0,94,3210.848218,0.00212766,0.020921986,0.0,0.0,Oct,2,2,3,2,Returning_Visitor,True,False
5675,0,0.0,2,38.2,39,873.0,0.01,0.02,0.0,0.0,Sep,1,1,1,4,Returning_Visitor,False,False
5676,1,0.0,0,0.0,12,277.45,0.06,0.09,0.0,0.0,June,3,2,3,13,Returning_Visitor,False,False
5677,0,0.0,0,0.0,28,512.7166666999999,0.007142857,0.013571429,1.401949127,0.0,Jul,2,2,7,1,Returning_Visitor,True,True
5678,2,8.0,2,90.2,13,1286.050476,0.0125,0.019886364,0.0,0.0,Aug,2,2,3,2,Returning_Visitor,False,False
5679,0,0.0,4,225.7666667,222,9630.209524,0.053355457,0.066158871,0.0,0.0,June,8,13,9,5,Other,False,False
5680,0,0.0,0,0.0,9,140.2,0.0,0.04444444400000001,0.0,0.0,Sep,2,2,9,2,New_Visitor,True,False
5681,1,11.0,0,0.0,6,43.7,0.0,0.057142857000000005,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,False,False
5682,1,66.4,0,0.0,39,606.3666667,0.015789473999999998,0.026754386,0.0,0.0,Jul,2,2,1,4,Returning_Visitor,False,False
5683,4,28.73333333,0,0.0,12,243.75,0.0,0.038571429,8.150811238,0.0,June,3,2,4,2,Returning_Visitor,True,True
5684,6,661.7666667000001,6,204.0,8,254.25,0.025,0.042222222000000004,0.0,0.0,Aug,3,2,4,2,Returning_Visitor,True,False
5685,1,53.4,0,0.0,18,539.5,0.011111111000000002,0.018888889,0.0,0.0,Oct,2,2,3,1,Returning_Visitor,False,False
5686,2,23.8,0,0.0,6,135.2,0.0,0.025,0.0,0.0,Sep,2,5,3,1,New_Visitor,False,False
